CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JG419976,09/02/2023 01:05:00 PM,010XX W Madison St,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1232,34,06,1169700,1900215,41.881693864,-87.652323905,"(41.881693864, -87.652323905)"
JG513422,11/22/2023 01:32:00 AM,041XX W 21ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1012,24,08B,1149063,1889767,41.853447688,-87.728373121,"(41.853447688, -87.728373121)"
JG412892,09/05/2023 11:20:00 PM,122XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,523,9,08B,1178458,1823871,41.672002853,-87.622482364,"(41.672002853, -87.622482364)"
JG412612,09/05/2023 03:35:00 PM,013XX W CHICAGO AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,N,N,1213,27,08B,1167336,1905474,41.896176088,-87.660853065,"(41.896176088, -87.660853065)"
JG413192,09/05/2023 03:00:00 PM,053XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,231,3,06,1179829,1869802,41.798011899,-87.616063534,"(41.798011899, -87.616063534)"
JG412122,09/05/2023 01:00:00 AM,048XX W POTOMAC AVE,0810,THEFT,OVER $500,STREET,N,N,2533,37,06,1143870,1908212,41.904161843,-87.746970964,"(41.904161843, -87.746970964)"
JG412917,09/05/2023 11:40:00 PM,026XX N CLARK ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1935,43,04B,1172084,1917748,41.92975312,-87.643051915,"(41.92975312, -87.643051915)"
JG540695,12/14/2023 11:30:00 AM,013XX S PULASKI RD,0560,ASSAULT,SIMPLE,CAR WASH,N,N,1011,24,08A,1149927,1893557,41.86383116,-87.725103363,"(41.86383116, -87.725103363)"
JG411336,09/05/2023 12:34:00 AM,056XX W GRAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2515,36,08B,1138217,1913613,41.919086973,-87.767605347,"(41.919086973, -87.767605347)"
JG470432,10/16/2023 08:00:00 AM,061XX S RICHMOND ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,823,15,06,1157767,1863823,41.782081365,-87.69713123,"(41.782081365, -87.69713123)"
JG466323,10/16/2023 01:00:00 PM,074XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,STREET,N,N,2422,49,06,1165707,1949739,42.017676014,-87.665569188,"(42.017676014, -87.665569188)"
JG466437,10/16/2023 08:42:00 PM,007XX W 74TH ST,0261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,N,732,17,02,1172767,1855810,41.759775035,-87.642373275,"(41.759775035, -87.642373275)"
JG429263,09/18/2023 11:43:00 AM,050XX S CHAMPLAIN AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,VEHICLE NON-COMMERCIAL,N,N,223,20,03,1181454,1871542,41.802749244,-87.610050745,"(41.802749244, -87.610050745)"
JG428996,09/18/2023 10:10:00 AM,015XX N LAWLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2533,37,08B,1142426,1909763,41.908444923,-87.752236623,"(41.908444923, -87.752236623)"
JG428948,09/18/2023 09:35:00 AM,053XX S HOYNE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,Y,932,16,26,1163272,1869052,41.796316873,-87.676801946,"(41.796316873, -87.676801946)"
JG466528,10/17/2023 12:00:00 AM,021XX W 51ST ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,931,15,04B,1163076,1870829,41.801197288,-87.677470976,"(41.801197288, -87.677470976)"
JG430686,09/18/2023 11:00:00 PM,024XX W SCHUBERT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1411,35,14,1159709,1917867,41.930344048,-87.68852331,"(41.930344048, -87.68852331)"
JG421402,08/30/2023 04:18:00 PM,042XX W AUGUSTA BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1111,37,11,1147970,1906331,41.898922292,-87.731958884,"(41.898922292, -87.731958884)"
JG415445,09/06/2023 08:30:00 AM,074XX N SHERIDAN RD,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,2422,49,08B,1165707,1949739,42.017676014,-87.665569188,"(42.017676014, -87.665569188)"
JG414270,09/06/2023 07:40:00 PM,008XX N MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1833,2,07,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JH101997,12/31/2023 10:40:00 PM,038XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1133,28,14,1150770,1898411,41.877134658,-87.721881801,"(41.877134658, -87.721881801)"
JG414538,09/06/2023 06:00:00 PM,019XX W HOOD AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,2413,40,07,1162088,1940755,41.993100382,-87.679138918,"(41.993100382, -87.679138918)"
JG415104,09/06/2023 02:00:00 PM,023XX W ADAMS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1225,27,07,1160784,1899020,41.878604157,-87.685096307,"(41.878604157, -87.685096307)"
JG413318,09/06/2023 10:06:00 AM,041XX S PULASKI RD,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,N,N,815,14,03,1150364,1876850,41.81797649,-87.7239343,"(41.81797649, -87.7239343)"
JG413021,09/06/2023 03:24:00 AM,060XX S LA SALLE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,311,20,06,1176338,1864934,41.784732839,-87.629011797,"(41.784732839, -87.629011797)"
JG413734,09/06/2023 02:30:00 PM,042XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1115,28,14,1148054,1899322,41.87968721,-87.731830814,"(41.87968721, -87.731830814)"
JG466128,10/16/2023 02:07:00 PM,004XX N WABASH AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,HOTEL / MOTEL,Y,N,1834,42,24,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JG413965,09/06/2023 10:00:00 AM,047XX S ADA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,933,20,14,1168130,1873248,41.807727976,-87.658866528,"(41.807727976, -87.658866528)"
JG414220,09/06/2023 09:15:00 PM,078XX S HALSTED ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,Y,N,621,17,14,1172330,1852799,41.751522091,-87.644063286,"(41.751522091, -87.644063286)"
JG413620,09/06/2023 01:15:00 PM,001XX W HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,Y,Y,1832,42,08B,1175253,1905045,41.894824927,-87.631788635,"(41.894824927, -87.631788635)"
JG413766,09/06/2023 02:25:00 PM,038XX W 81ST PL,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,834,18,08A,1152277,1850267,41.744991196,-87.717614993,"(41.744991196, -87.717614993)"
JG414229,09/06/2023 09:22:00 PM,006XX W WILSON DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,N,N,1914,46,08A,1171340,1930917,41.965905724,-87.645397479,"(41.965905724, -87.645397479)"
JG413586,09/06/2023 06:00:00 AM,020XX W WARREN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,N,N,1223,27,14,1162830,1900353,41.882219372,-87.677546419,"(41.882219372, -87.677546419)"
JG413517,09/06/2023 10:00:00 AM,074XX N SHERIDAN RD,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,2422,49,08B,1165707,1949739,42.017676014,-87.665569188,"(42.017676014, -87.665569188)"
JG421044,08/31/2023 05:45:00 PM,002XX E 95TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",VEHICLE - COMMERCIAL,N,N,511,9,11,1179729,1842043,41.721840482,-87.617277592,"(41.721840482, -87.617277592)"
JG428938,09/18/2023 09:00:00 AM,049XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1634,31,14,1142823,1923481,41.946081111,-87.750435645,"(41.946081111, -87.750435645)"
JG429237,09/18/2023 11:00:00 AM,050XX S CHAMPLAIN AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,RESIDENCE - PORCH / HALLWAY,N,N,223,20,03,1181454,1871542,41.802749244,-87.610050745,"(41.802749244, -87.610050745)"
JG468617,10/16/2023 11:00:00 AM,021XX S OAKLEY AVE,0810,THEFT,OVER $500,STREET,N,N,1234,25,06,1161359,1889936,41.853664857,-87.683237611,"(41.853664857, -87.683237611)"
JG447042,10/02/2023 02:00:00 AM,043XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1013,22,08B,1147779,1889019,41.851419807,-87.733105093,"(41.851419807, -87.733105093)"
JG447851,10/02/2023 02:53:00 PM,075XX S STONY ISLAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,Y,N,411,8,18,1188234,1855158,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
JG447918,10/02/2023 03:41:00 PM,009XX W 115TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,524,21,14,1171938,1828275,41.684233272,-87.64621701,"(41.684233272, -87.64621701)"
JG447434,10/02/2023 09:40:00 AM,037XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1133,24,08B,1151665,1896118,41.870824869,-87.718655889,"(41.870824869, -87.718655889)"
JG415404,09/07/2023 06:20:00 PM,009XX W DIVERSEY PKWY,0320,ROBBERY,STRONG ARM - NO WEAPON,SMALL RETAIL STORE,N,N,1933,44,03,1169315,1918782,41.932651187,-87.653197025,"(41.932651187, -87.653197025)"
JG416078,09/08/2023 12:00:00 AM,021XX N MOZART ST,0810,THEFT,OVER $500,STREET,N,N,1414,1,06,1156975,1914091,41.920038401,-87.698672834,"(41.920038401, -87.698672834)"
JG415608,09/07/2023 02:00:00 PM,078XX S ESSEX AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,421,7,06,1194219,1853494,41.752920028,-87.563828953,"(41.752920028, -87.563828953)"
JG455374,09/07/2023 12:45:00 PM,010XX N Campbell Ave,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1212,36,06,1159551,1906739,41.899811237,-87.689410946,"(41.899811237, -87.689410946)"
JG447106,10/02/2023 05:22:00 AM,056XX S MAY ST,0820,THEFT,$500 AND UNDER,STREET,N,N,712,16,06,1169615,1867346,41.791500125,-87.653591138,"(41.791500125, -87.653591138)"
JG448245,10/02/2023 06:00:00 PM,004XX W NORMAL PKWY,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,722,6,07,1174448,1860073,41.77143599,-87.636085795,"(41.77143599, -87.636085795)"
JG431392,09/19/2023 03:00:00 PM,013XX E 79TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,411,8,06,1186674,1852884,41.751427982,-87.591497227,"(41.751427982, -87.591497227)"
JH218367,04/07/2024 12:29:00 AM,047XX S TRIPP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,815,14,26,1148827,1872792,41.806870521,-87.729677139,"(41.806870521, -87.729677139)"
JG434180,09/19/2023 03:50:00 PM,020XX W CARROLL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1223,27,11,1162847,1902338,41.887666021,-87.677428284,"(41.887666021, -87.677428284)"
JG432924,09/19/2023 09:45:00 AM,061XX N HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2413,40,14,1161209,1940913,41.99355232,-87.682367785,"(41.99355232, -87.682367785)"
JG430603,09/19/2023 01:14:00 PM,039XX W ARTHINGTON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,Y,N,1132,24,18,1150228,1895744,41.869826686,-87.723941407,"(41.869826686, -87.723941407)"
JG433210,09/19/2023 07:00:00 AM,070XX N ORIOLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1611,41,14,1124734,1946123,42.008531501,-87.816423919,"(42.008531501, -87.816423919)"
JG431916,09/19/2023 06:30:00 PM,073XX N SHERIDAN RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2423,49,07,1165888,1948964,42.015545527,-87.664925419,"(42.015545527, -87.664925419)"
JG544520,12/14/2023 08:00:00 PM,015XX S HOMAN AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1021,24,06,1153953,1892145,41.859877252,-87.71036164,"(41.859877252, -87.71036164)"
JG430379,09/19/2023 10:25:00 AM,093XX S GREENWOOD AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,N,N,413,8,15,1185180,1843084,41.724570952,-87.597279092,"(41.724570952, -87.597279092)"
JG405050,08/31/2023 12:00:00 AM,080XX S EXCHANGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,422,7,14,1197222,1852411,41.749873967,-87.552860394,"(41.749873967, -87.552860394)"
JG404316,08/30/2023 05:40:00 PM,009XX W 21ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1235,25,14,1170381,1890091,41.853897981,-87.650119177,"(41.853897981, -87.650119177)"
JG405853,08/30/2023 09:00:00 PM,019XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,N,N,1022,24,07,1155665,1890311,41.854810293,-87.704126667,"(41.854810293, -87.704126667)"
JG404675,08/30/2023 11:15:00 PM,038XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,915,3,08B,1174916,1879540,41.824844967,-87.633789553,"(41.824844967, -87.633789553)"
JG404500,08/30/2023 07:35:00 PM,015XX W 63RD ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,713,16,18,1166972,1862948,41.779488407,-87.663408151,"(41.779488407, -87.663408151)"
JG403769,08/30/2023 09:00:00 AM,098XX S MARYLAND AVE,0810,THEFT,OVER $500,STREET,N,N,511,8,06,1183625,1840085,41.716377684,-87.603068161,"(41.716377684, -87.603068161)"
JH114260,01/13/2024 07:00:00 AM,063XX S WHIPPLE ST,0460,BATTERY,SIMPLE,GAS STATION,N,N,823,15,08B,1157138,1862539,41.77857063,-87.69947203,"(41.77857063, -87.69947203)"
JG404421,08/30/2023 07:04:00 PM,004XX N WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,N,N,1834,42,26,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JG405745,08/30/2023 04:25:00 PM,050XX N NORDICA AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1613,41,06,1128612,1933142,41.972845268,-87.802451515,"(41.972845268, -87.802451515)"
JG415247,09/07/2023 04:12:00 PM,065XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,832,16,14,1161496,1861276,41.775015522,-87.683530209,"(41.775015522, -87.683530209)"
JG466712,10/16/2023 03:24:00 PM,075XX S PAXTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,414,7,06,1192180,1855367,41.758109495,-87.571240136,"(41.758109495, -87.571240136)"
JG467450,10/16/2023 07:45:00 PM,053XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,N,N,225,3,06,1178067,1869510,41.797250787,-87.622533896,"(41.797250787, -87.622533896)"
JG473995,10/06/2023 06:00:00 PM,070XX N ASHLAND BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2423,49,07,1164499,1946815,42.009678281,-87.670097721,"(42.009678281, -87.670097721)"
JG484283,10/29/2023 11:21:00 PM,008XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1833,2,14,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG483666,10/29/2023 06:15:00 PM,013XX N MILWAUKEE AVE,0850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,N,N,1424,1,06,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JG497908,11/09/2023 03:27:00 PM,015XX E 75TH ST,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,Y,N,324,8,18,1187762,1855563,41.758753595,-87.587425173,"(41.758753595, -87.587425173)"
JG483623,10/29/2023 05:41:00 PM,053XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,932,16,14,1163927,1869314,41.797022081,-87.674392638,"(41.797022081, -87.674392638)"
JG516002,11/22/2023 03:00:00 PM,035XX S ARCHER AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,N,N,912,12,11,1162738,1881293,41.829918801,-87.678418073,"(41.829918801, -87.678418073)"
JG483746,10/29/2023 04:49:00 PM,017XX N LOTUS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,2532,37,07,1139795,1911091,41.912137611,-87.761869249,"(41.912137611, -87.761869249)"
JG484252,10/29/2023 10:00:00 PM,101XX S PAXTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,431,7,07,1192835,1838306,41.711276612,-87.569394665,"(41.711276612, -87.569394665)"
JG483757,10/29/2023 07:13:00 PM,036XX N HAMILTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,Y,N,1921,47,05,1161379,1924116,41.947457052,-87.682212039,"(41.947457052, -87.682212039)"
JG513857,11/22/2023 12:02:00 PM,021XX W 51ST ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,N,Y,931,15,04A,1163076,1870829,41.801197288,-87.677470976,"(41.801197288, -87.677470976)"
JG416945,09/08/2023 08:00:00 PM,006XX W BRIAR PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1934,44,07,1171465,1921163,41.939137674,-87.645225831,"(41.939137674, -87.645225831)"
JG415933,09/08/2023 07:50:00 AM,005XX E 74TH ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,323,6,08A,1181288,1856074,41.760307422,-87.611135981,"(41.760307422, -87.611135981)"
JG415975,09/08/2023 08:15:00 AM,057XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,824,14,08A,1156029,1866386,41.789149719,-87.703434414,"(41.789149719, -87.703434414)"
JG420397,09/08/2023 01:00:00 PM,059XX N GLENWOOD AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,2013,48,08B,1165910,1939379,41.989243623,-87.665119726,"(41.989243623, -87.665119726)"
JG416789,09/08/2023 07:00:00 PM,003XX S DAMEN AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1225,27,08A,1163119,1898512,41.877161446,-87.676536946,"(41.877161446, -87.676536946)"
JG416881,09/08/2023 08:46:00 PM,033XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1733,35,06,1153368,1921084,41.939300241,-87.711739358,"(41.939300241, -87.711739358)"
JG415951,09/08/2023 08:52:00 AM,054XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1523,37,07,1139522,1903428,41.891114412,-87.763059329,"(41.891114412, -87.763059329)"
JG417225,09/08/2023 11:00:00 PM,082XX S SAWYER AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,834,18,06,1156150,1849743,41.743476329,-87.703437639,"(41.743476329, -87.703437639)"
JG416703,09/08/2023 06:00:00 PM,057XX S ALBANY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,824,14,07,1156693,1866467,41.789358619,-87.700997541,"(41.789358619, -87.700997541)"
JG431937,09/20/2023 03:10:00 PM,013XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1424,1,06,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JG483006,10/29/2023 04:30:00 AM,064XX N NORTHWEST HWY,0460,BATTERY,SIMPLE,RESIDENCE,N,N,1612,41,08B,1127160,1942099,41.997448736,-87.807588751,"(41.997448736, -87.807588751)"
JG437202,09/21/2023 12:00:00 AM,059XX N MANTON AVE,0890,THEFT,FROM BUILDING,RESIDENCE - YARD (FRONT / BACK),N,N,1622,39,06,1136518,1938956,41.988661265,-87.773239226,"(41.988661265, -87.773239226)"
JG432058,09/20/2023 03:18:00 PM,084XX W HIGGINS RD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1614,41,04A,1118625,1938149,41.986749008,-87.839070444,"(41.986749008, -87.839070444)"
JG438466,09/20/2023 11:00:00 AM,004XX N WABASH AVE,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,N,N,1834,42,06,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JG483474,10/29/2023 04:19:00 PM,039XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,213,3,08B,1179499,1879101,41.823536688,-87.616989442,"(41.823536688, -87.616989442)"
JG417637,09/09/2023 02:00:00 PM,011XX S DELANO CT E,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,123,34,08A,1175165,1895362,41.868256175,-87.632402287,"(41.868256175, -87.632402287)"
JG417481,09/09/2023 08:00:00 AM,074XX S COLES AVE,0810,THEFT,OVER $500,APARTMENT,N,N,334,7,06,1195346,1856413,41.760902246,-87.559602826,"(41.760902246, -87.559602826)"
JG417154,09/09/2023 03:05:00 AM,031XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,N,N,1124,28,14,1155497,1899851,41.880992442,-87.704486793,"(41.880992442, -87.704486793)"
JG417140,09/09/2023 01:19:00 AM,056XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,715,15,08B,1165313,1867222,41.79125211,-87.669369253,"(41.79125211, -87.669369253)"
JG423366,09/05/2023 12:00:00 AM,003XX N CENTRAL PARK AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,1123,28,02,1152325,1902058,41.887111869,-87.716075939,"(41.887111869, -87.716075939)"
JG417182,09/09/2023 05:20:00 AM,023XX W WALNUT ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1223,27,03,1160868,1901619,41.885734302,-87.684715751,"(41.885734302, -87.684715751)"
JG418583,09/09/2023 09:30:00 PM,030XX W 21ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1022,24,14,1156517,1889562,41.852737779,-87.70101969,"(41.852737779, -87.70101969)"
JG417826,09/09/2023 05:08:00 PM,066XX S EVANS AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,321,20,05,1182358,1861229,41.774428535,-87.607054913,"(41.774428535, -87.607054913)"
JG417813,09/09/2023 04:53:00 PM,023XX N SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1432,32,08B,1162291,1915688,41.924311056,-87.679096176,"(41.924311056, -87.679096176)"
JG418032,09/09/2023 08:13:00 PM,009XX W WEBSTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1812,43,08B,1169452,1914810,41.92174884,-87.652809416,"(41.92174884, -87.652809416)"
JG423456,09/09/2023 05:23:00 PM,073XX S EUCLID AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,333,7,26,1190311,1856715,41.761853751,-87.578046337,"(41.761853751, -87.578046337)"
JG417767,09/09/2023 03:57:00 AM,044XX S VINCENNES AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,221,3,05,1180339,1875844,41.814579965,-87.614007851,"(41.814579965, -87.614007851)"
JG450534,10/03/2023 09:30:00 PM,003XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1225,27,06,1163119,1898512,41.877161446,-87.676536946,"(41.877161446, -87.676536946)"
JG449997,10/03/2023 11:00:00 PM,026XX W WILCOX ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,1125,27,07,1158694,1899254,41.879289336,-87.692763958,"(41.879289336, -87.692763958)"
JG449629,10/03/2023 07:40:00 PM,062XX S DR MARTIN LUTHER KING JR DR,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,311,20,04B,1179993,1863678,41.781203314,-87.615649592,"(41.781203314, -87.615649592)"
JG449600,10/03/2023 07:16:00 PM,031XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1124,28,08B,1155497,1899851,41.880992442,-87.704486793,"(41.880992442, -87.704486793)"
JG418414,09/10/2023 05:00:00 AM,066XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,723,16,14,1171121,1860753,41.77337536,-87.648261553,"(41.77337536, -87.648261553)"
JG418541,09/10/2023 10:11:00 AM,041XX S PULASKI RD,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,N,N,815,14,03,1150364,1876850,41.81797649,-87.7239343,"(41.81797649, -87.7239343)"
JG418671,09/10/2023 10:15:00 AM,001XX W HURON ST,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,N,N,1832,42,06,1175253,1905045,41.894824927,-87.631788635,"(41.894824927, -87.631788635)"
JG419188,09/10/2023 08:00:00 PM,039XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,213,3,07,1179499,1879101,41.823536688,-87.616989442,"(41.823536688, -87.616989442)"
JG419528,09/10/2023 10:00:00 PM,081XX S CENTRAL PARK AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,834,18,07,1153880,1850112,41.744534224,-87.711745392,"(41.744534224, -87.711745392)"
JG428906,09/17/2023 04:30:00 PM,024XX E 75TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,334,7,08B,1194011,1855712,41.759011495,-87.564518539,"(41.759011495, -87.564518539)"
JG436571,09/22/2023 12:00:00 AM,075XX S STONY ISLAND AVE,0263,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,HOSPITAL BUILDING / GROUNDS,N,N,411,8,02,1188234,1855158,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
JG432669,09/21/2023 03:00:00 AM,005XX E 74TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,323,6,08B,1180987,1856064,41.76028691,-87.61223945,"(41.76028691, -87.61223945)"
